"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51"
"63","57.5 -1.5","58.5 -1.5","59.5 -2.5","58.5 -2.5","57.5 -2.5","58.5 -3.5","58.5 -4.5","59.5 -5.5","58.5 -6.5","59.5 -6.5","60.5 -6.5","59.5 -7.5","58.5 -8.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5","58.5 -9.5"
"64","57.5 -1.5","58.5 -0.5","57.5 0.5","58.5 -0.5","57.5 -1.5","56.5 -1.5","57.5 -2.5","58.5 -3.5","58.5 -2.5","58.5 -1.5","57.5 -1.5","57.5 -2.5","58.5 -3.5","58.5 -4.5","58.5 -5.5","57.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5"
"65","57.5 -1.5","58.5 -1.5","58.5 -2.5","58.5 -1.5","58.5 -0.5","57.5 0.5","57.5 -0.5","58.5 0.5","57.5 0.5","57.5 -0.5","56.5 -1.5","57.5 -1.5","58.5 -0.5","59.5 -1.5","58.5 -2.5","58.5 -3.5","58.5 -2.5","59.5 -1.5","60.5 -2.5","59.5 -2.5","58.5 -2.5","58.5 -1.5","57.5 -1.5","57.5 -0.5","57.5 0.5","57.5 -0.5","58.5 -0.5","57.5 0.5","56.5 1.5","57.5 0.5","57.5 1.5","58.5 2.5","59.5 1.5","60.5 1.5","61.5 1.5","60.5 1.5","59.5 0.5","58.5 1.5","59.5 1.5","58.5 2.5","57.5 2.5","58.5 2.5","59.5 1.5","59.5 0.5","59.5 1.5","60.5 1.5","61.5 0.5","62.5 1.5","61.5 2.5","60.5 1.5","61.5 1.5"
"66","57.5 -1.5","57.5 -2.5","58.5 -1.5","59.5 -2.5","60.5 -3.5","59.5 -4.5","58.5 -3.5","59.5 -2.5","60.5 -3.5","61.5 -4.5","61.5 -5.5","62.5 -6.5","61.5 -5.5","60.5 -6.5","59.5 -5.5","59.5 -6.5","58.5 -5.5","59.5 -6.5","59.5 -5.5","59.5 -4.5","58.5 -5.5","57.5 -4.5","58.5 -4.5","59.5 -5.5","59.5 -6.5","59.5 -5.5","60.5 -6.5","60.5 -7.5","59.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5"
"67","57.5 -1.5","56.5 -0.5","55.5 0.5","54.5 0.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","56.5 2.5","57.5 2.5","57.5 1.5","56.5 2.5","57.5 1.5","58.5 2.5","57.5 1.5","58.5 1.5","58.5 0.5","59.5 -0.5","60.5 0.5","60.5 1.5","59.5 0.5","58.5 0.5","57.5 1.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5"
"68","57.5 -1.5","56.5 -0.5","57.5 0.5","56.5 1.5","55.5 0.5","55.5 -0.5","54.5 0.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","53.5 2.5","54.5 1.5","55.5 1.5","54.5 0.5","54.5 1.5","54.5 2.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","56.5 1.5","56.5 0.5"
"69","57.5 -1.5","57.5 -0.5","57.5 0.5","56.5 -0.5","57.5 0.5","57.5 1.5","56.5 2.5","56.5 1.5","55.5 0.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","54.5 2.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","56.5 2.5","56.5 2.5"
"70","57.5 -1.5","57.5 -0.5","58.5 -0.5","57.5 0.5","56.5 -0.5","56.5 0.5","56.5 -0.5","55.5 0.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","56.5 2.5","55.5 2.5","56.5 2.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","56.5 1.5","56.5 2.5"
"71","57.5 -1.5","57.5 -0.5","57.5 -1.5","58.5 -1.5","58.5 -2.5","58.5 -1.5","58.5 -0.5","59.5 -1.5","59.5 -0.5","58.5 -0.5","57.5 0.5","57.5 1.5","56.5 2.5","55.5 1.5","56.5 0.5","55.5 -0.5","54.5 0.5","53.5 1.5","54.5 1.5","55.5 2.5","55.5 2.5","55.5 2.5","56.5 1.5","57.5 0.5","57.5 1.5","58.5 1.5","57.5 1.5","57.5 0.5","58.5 1.5","57.5 2.5","56.5 1.5","56.5 0.5","56.5 -0.5","56.5 0.5","57.5 0.5","57.5 -0.5","56.5 -1.5","55.5 -0.5","56.5 -1.5","57.5 -1.5","56.5 -0.5","57.5 -0.5","58.5 -0.5","59.5 -1.5","60.5 -2.5","59.5 -3.5","60.5 -2.5","61.5 -1.5","61.5 -2.5","60.5 -3.5","60.5 -2.5"
"72","57.5 -1.5","58.5 -1.5","59.5 -1.5","58.5 -0.5","59.5 -1.5","58.5 -2.5","58.5 -3.5","59.5 -2.5","60.5 -1.5","61.5 -0.5","60.5 -1.5","59.5 -0.5","58.5 -0.5","59.5 0.5","60.5 0.5","60.5 1.5","60.5 0.5","59.5 -0.5","58.5 -1.5","58.5 -0.5","58.5 0.5","59.5 -0.5","58.5 -0.5","59.5 -1.5","60.5 -0.5","60.5 0.5","61.5 0.5","60.5 1.5","61.5 2.5","60.5 2.5","61.5 2.5","60.5 1.5","61.5 2.5","60.5 1.5","61.5 1.5","60.5 0.5","60.5 1.5","61.5 2.5","60.5 2.5","60.5 1.5","59.5 2.5","60.5 2.5","61.5 2.5","62.5 2.5","61.5 1.5","60.5 1.5","59.5 2.5","59.5 1.5","60.5 2.5","59.5 2.5","58.5 2.5"
"73","57.5 -1.5","56.5 -1.5","57.5 -0.5","56.5 0.5","55.5 -0.5","56.5 -1.5","57.5 -0.5","58.5 -0.5","58.5 -1.5","57.5 -0.5","56.5 -0.5","55.5 -0.5","56.5 0.5","57.5 1.5","57.5 0.5","56.5 1.5","55.5 0.5","56.5 0.5","57.5 -0.5","56.5 -0.5","57.5 0.5","56.5 -0.5","56.5 -1.5","57.5 -1.5","56.5 -1.5","55.5 -0.5","55.5 0.5","56.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","54.5 0.5","54.5 0.5"
"74","57.5 -1.5","58.5 -2.5","59.5 -3.5","59.5 -4.5","58.5 -3.5","57.5 -4.5","58.5 -3.5","59.5 -2.5","58.5 -2.5","59.5 -2.5","58.5 -3.5","58.5 -2.5","59.5 -3.5","58.5 -4.5","59.5 -5.5","60.5 -4.5","60.5 -3.5","61.5 -2.5","61.5 -3.5","60.5 -4.5","59.5 -5.5","60.5 -4.5","59.5 -4.5","60.5 -3.5","61.5 -2.5","60.5 -3.5","61.5 -2.5","61.5 -3.5","61.5 -4.5","60.5 -5.5","59.5 -6.5","58.5 -7.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5","58.5 -8.5"
"75","57.5 -1.5","57.5 -0.5","56.5 -1.5","55.5 -0.5","56.5 -0.5","56.5 -1.5","55.5 -0.5","54.5 0.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","53.5 2.5","54.5 2.5","53.5 2.5","54.5 1.5","55.5 2.5","54.5 2.5","54.5 1.5","54.5 0.5","53.5 1.5","52.5 2.5","53.5 1.5","54.5 1.5","55.5 2.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","54.5 2.5","55.5 1.5"
"76","57.5 -1.5","57.5 -0.5","57.5 0.5","56.5 1.5","55.5 0.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","56.5 1.5","56.5 0.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","56.5 2.5","56.5 2.5"
"77","57.5 -1.5","58.5 -2.5","58.5 -3.5","59.5 -3.5","58.5 -2.5","59.5 -3.5","60.5 -3.5","61.5 -3.5","62.5 -4.5","62.5 -3.5","61.5 -2.5","60.5 -3.5","59.5 -4.5","59.5 -5.5","60.5 -4.5","61.5 -3.5","62.5 -2.5","61.5 -3.5","60.5 -2.5","61.5 -3.5","62.5 -3.5","61.5 -4.5","60.5 -5.5","59.5 -5.5","60.5 -4.5","61.5 -3.5","60.5 -2.5","59.5 -1.5","60.5 -1.5","60.5 -0.5","60.5 0.5","59.5 -0.5","58.5 -0.5","59.5 -0.5","58.5 -1.5","58.5 -2.5","58.5 -1.5","57.5 -2.5","58.5 -3.5","57.5 -2.5","58.5 -1.5","57.5 -0.5","56.5 0.5","57.5 1.5","57.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5"
"78","57.5 -1.5","57.5 -2.5","58.5 -3.5","57.5 -2.5","56.5 -1.5","57.5 -0.5","57.5 0.5","56.5 -0.5","55.5 0.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 2.5","53.5 2.5","52.5 2.5","53.5 1.5","52.5 2.5","51.5 2.5","50.5 1.5","50.5 0.5","50.5 -0.5","50.5 0.5","50.5 1.5","49.5 1.5","50.5 2.5","51.5 2.5","52.5 2.5","53.5 1.5","54.5 0.5","55.5 0.5","56.5 -0.5","56.5 0.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","54.5 0.5","54.5 0.5"
"79","57.5 -1.5","56.5 -1.5","55.5 -0.5","56.5 0.5","55.5 -0.5","56.5 -0.5","55.5 -0.5","56.5 0.5","55.5 1.5","56.5 1.5","55.5 0.5","56.5 0.5","55.5 -0.5","56.5 0.5","57.5 1.5","56.5 2.5","55.5 1.5","54.5 0.5","55.5 0.5","54.5 1.5","55.5 2.5","55.5 2.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 0.5","54.5 1.5"
"80","57.5 -1.5","56.5 -0.5","57.5 -0.5","56.5 0.5","57.5 0.5","56.5 1.5","57.5 0.5","56.5 0.5","57.5 0.5","56.5 1.5","55.5 0.5","56.5 -0.5","57.5 0.5","56.5 1.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","54.5 1.5","54.5 0.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","56.5 2.5","56.5 2.5"
"81","57.5 -1.5","56.5 -0.5","56.5 0.5","55.5 -0.5","56.5 -1.5","57.5 -1.5","58.5 -2.5","57.5 -2.5","58.5 -2.5","59.5 -2.5","58.5 -3.5","59.5 -2.5","60.5 -1.5","61.5 -1.5","60.5 -2.5","59.5 -2.5","60.5 -2.5","60.5 -3.5","60.5 -2.5","59.5 -3.5","59.5 -2.5","59.5 -1.5","59.5 -0.5","58.5 -1.5","58.5 -0.5","57.5 -1.5","57.5 -2.5","56.5 -1.5","57.5 -2.5","56.5 -1.5","56.5 -0.5","55.5 -0.5","56.5 -0.5","57.5 -1.5","58.5 -1.5","59.5 -2.5","59.5 -3.5","60.5 -2.5","61.5 -2.5","60.5 -1.5","59.5 -0.5","58.5 -1.5","58.5 -2.5","58.5 -3.5","58.5 -2.5","58.5 -3.5","57.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5","56.5 -4.5"
"82","57.5 -1.5","58.5 -2.5","59.5 -1.5","60.5 -1.5","59.5 -2.5","58.5 -3.5","57.5 -2.5","57.5 -1.5","56.5 -1.5","55.5 -0.5","54.5 0.5","55.5 -0.5","56.5 -1.5","57.5 -1.5","58.5 -2.5","59.5 -3.5","60.5 -3.5","59.5 -4.5","59.5 -3.5","58.5 -2.5","57.5 -2.5","57.5 -1.5","58.5 -1.5","58.5 -2.5","57.5 -2.5","58.5 -3.5","57.5 -2.5","58.5 -3.5","57.5 -2.5","58.5 -3.5","57.5 -4.5","56.5 -5.5","56.5 -5.5","56.5 -5.5","56.5 -5.5","56.5 -5.5","56.5 -5.5","56.5 -5.5","56.5 -5.5","56.5 -5.5","56.5 -5.5","56.5 -5.5","56.5 -5.5","56.5 -5.5","57.5 -5.5","57.5 -5.5","57.5 -5.5","57.5 -5.5","57.5 -5.5","57.5 -5.5","57.5 -5.5"
"83","57.5 -1.5","58.5 -1.5","58.5 -0.5","58.5 -1.5","59.5 -2.5","60.5 -1.5","59.5 -1.5","58.5 -0.5","59.5 0.5","58.5 -0.5","57.5 0.5","57.5 -0.5","56.5 -1.5","57.5 -0.5","58.5 -0.5","57.5 0.5","58.5 -0.5","59.5 0.5","58.5 1.5","57.5 1.5","57.5 2.5","56.5 2.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","54.5 1.5","54.5 0.5"
"84","57.5 -1.5","56.5 -0.5","56.5 -1.5","57.5 -1.5","56.5 -1.5","57.5 -2.5","58.5 -2.5","57.5 -2.5","58.5 -1.5","57.5 -2.5","57.5 -1.5","58.5 -2.5","58.5 -1.5","58.5 -2.5","59.5 -2.5","58.5 -3.5","59.5 -2.5","58.5 -2.5","59.5 -1.5","59.5 -2.5","60.5 -1.5","60.5 -2.5","59.5 -3.5","60.5 -4.5","59.5 -3.5","58.5 -4.5","59.5 -3.5","60.5 -3.5","61.5 -4.5","62.5 -4.5","62.5 -5.5","61.5 -6.5","60.5 -6.5","61.5 -5.5","60.5 -6.5","59.5 -5.5","58.5 -6.5","57.5 -6.5","57.5 -6.5","57.5 -6.5","57.5 -6.5","57.5 -6.5","56.5 -6.5","57.5 -5.5","57.5 -5.5","57.5 -5.5","57.5 -5.5","57.5 -5.5","57.5 -5.5","57.5 -5.5","57.5 -5.5"
"85","57.5 -1.5","57.5 -0.5","56.5 0.5","55.5 0.5","55.5 1.5","54.5 0.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","56.5 1.5","56.5 2.5","55.5 2.5","56.5 1.5","57.5 2.5","57.5 1.5","56.5 2.5","57.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5"
"86","57.5 -1.5","58.5 -0.5","57.5 -0.5","56.5 -1.5","55.5 -0.5","55.5 0.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","55.5 1.5","55.5 0.5","54.5 0.5","55.5 1.5","55.5 0.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","54.5 2.5","54.5 1.5"
"87","57.5 -1.5","57.5 -0.5","58.5 -0.5","57.5 0.5","57.5 -0.5","58.5 -1.5","57.5 -0.5","56.5 0.5","56.5 -0.5","57.5 -0.5","56.5 -1.5","55.5 -0.5","54.5 0.5","55.5 -0.5","55.5 0.5","55.5 1.5","55.5 0.5","56.5 0.5","57.5 1.5","58.5 2.5","58.5 1.5","57.5 2.5","58.5 1.5","59.5 2.5","58.5 1.5","57.5 0.5","58.5 -0.5","59.5 -0.5","58.5 -1.5","59.5 -2.5","60.5 -2.5","61.5 -1.5","60.5 -0.5","59.5 0.5","58.5 1.5","57.5 0.5","56.5 -0.5","57.5 -1.5","58.5 -1.5","57.5 -2.5","57.5 -1.5","57.5 -0.5","56.5 0.5","57.5 0.5","57.5 1.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5","56.5 2.5"
"88","57.5 -1.5","58.5 -1.5","59.5 -0.5","59.5 0.5","59.5 1.5","60.5 1.5","61.5 0.5","62.5 0.5","61.5 1.5","61.5 0.5","61.5 1.5","62.5 2.5","62.5 1.5","62.5 0.5","61.5 0.5","61.5 1.5","60.5 1.5","59.5 0.5","58.5 0.5","57.5 1.5","58.5 0.5","59.5 1.5","58.5 2.5","59.5 2.5","60.5 2.5","61.5 2.5","62.5 1.5","61.5 2.5","60.5 1.5","59.5 0.5","58.5 0.5","58.5 1.5","58.5 0.5","59.5 -0.5","60.5 0.5","60.5 -0.5","59.5 0.5","58.5 1.5","57.5 1.5","58.5 0.5","59.5 -0.5","58.5 -0.5","57.5 0.5","58.5 1.5","57.5 1.5","57.5 2.5","58.5 1.5","58.5 2.5","57.5 1.5","56.5 2.5","56.5 2.5"
"89","57.5 -1.5","57.5 -0.5","56.5 0.5","55.5 1.5","56.5 1.5","55.5 0.5","56.5 0.5","55.5 1.5","55.5 0.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","54.5 2.5","54.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 0.5","54.5 0.5"
"90","57.5 -1.5","58.5 -0.5","58.5 -1.5","59.5 -2.5","59.5 -3.5","60.5 -2.5","59.5 -1.5","59.5 -2.5","58.5 -3.5","58.5 -4.5","58.5 -3.5","57.5 -4.5","58.5 -5.5","59.5 -5.5","58.5 -6.5","59.5 -5.5","60.5 -5.5","61.5 -4.5","60.5 -5.5","59.5 -4.5","59.5 -5.5","60.5 -6.5","60.5 -7.5","60.5 -6.5","59.5 -6.5","59.5 -5.5","60.5 -6.5","61.5 -7.5","60.5 -7.5","61.5 -8.5","62.5 -9.5","61.5 -8.5","61.5 -7.5","62.5 -8.5","62.5 -9.5","61.5 -8.5","62.5 -9.5","61.5 -10.5","61.5 -11.5","61.5 -12.5","60.5 -11.5","60.5 -12.5","60.5 -13.5","61.5 -12.5","62.5 -13.5","61.5 -12.5","61.5 -13.5","62.5 -14.5","61.5 -13.5","60.5 -12.5","59.5 -11.5"
"91","57.5 -1.5","56.5 -1.5","57.5 -0.5","56.5 0.5","55.5 -0.5","56.5 -1.5","57.5 -1.5","58.5 -2.5","59.5 -1.5","58.5 -1.5","59.5 -1.5","59.5 -0.5","58.5 0.5","57.5 -0.5","56.5 0.5","56.5 1.5","56.5 2.5","55.5 1.5","56.5 1.5","55.5 2.5","55.5 2.5","55.5 2.5","56.5 1.5","57.5 1.5","57.5 0.5","58.5 1.5","57.5 2.5","58.5 1.5","57.5 1.5","56.5 0.5","56.5 1.5","55.5 0.5","56.5 0.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","56.5 2.5","56.5 2.5"
"92","57.5 -1.5","57.5 -2.5","58.5 -2.5","58.5 -1.5","57.5 -1.5","56.5 -0.5","55.5 0.5","54.5 0.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","54.5 1.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","54.5 2.5","53.5 2.5"
"93","57.5 -1.5","56.5 -1.5","57.5 -1.5","58.5 -0.5","57.5 0.5","56.5 1.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 2.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","55.5 1.5","56.5 0.5","57.5 -0.5"
