"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51"
"11","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","61.5 -1.5","61.5 -1.5","61.5 -1.5","61.5 -1.5"
"12","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","61.5 0.5","61.5 0.5","61.5 0.5","61.5 0.5"
"13","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","61.5 -1.5","61.5 -1.5","61.5 -1.5","61.5 -1.5"
"14","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","61.5 0.5","61.5 0.5","61.5 0.5","61.5 0.5"
"15","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","61.5 -0.5","61.5 -0.5","61.5 -0.5","61.5 -0.5"
"16","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","61.5 -0.5","61.5 -0.5","61.5 -0.5","61.5 -0.5"
"17","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -1.5","60.5 -1.5","60.5 -1.5","60.5 -1.5"
"18","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","61.5 0.5","61.5 0.5","61.5 0.5","61.5 0.5"
"19","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -1.5","60.5 -1.5","60.5 -1.5","60.5 -1.5"
"20","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -1.5","60.5 -1.5","60.5 -1.5","60.5 -1.5"
"21","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","61.5 -1.5","61.5 -1.5","61.5 -1.5","61.5 -1.5"
"22","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","61.5 -1.5","61.5 -1.5","61.5 -1.5","61.5 -1.5"
"23","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","61.5 -0.5","61.5 -0.5","61.5 -0.5","61.5 -0.5"
"24","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","61.5 -0.5","61.5 -0.5","61.5 -0.5","61.5 -0.5"
"25","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","61.5 -1.5","61.5 -1.5","61.5 -1.5","61.5 -1.5"
"26","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","61.5 0.5","61.5 0.5","61.5 0.5","61.5 0.5"
"27","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","61.5 -0.5","61.5 -0.5","61.5 -0.5","61.5 -0.5"
"28","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","61.5 -1.5","61.5 -1.5","61.5 -1.5","61.5 -1.5"
"29","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","60.5 -0.5","61.5 -0.5","61.5 -0.5","61.5 -0.5","61.5 -0.5"
