0,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069
61.5 -15.5,9.832075432,9.761658356,9.801561044,9.818266428,9.80575552,9.80615595,9.811502007,9.81259532,9.81315235,9.814945675,9.816645239,9.818035649,9.819509087,9.821048808,9.822553999,9.824048154,9.82555354,9.827059729,9.828562791,9.830066231,9.831570428,9.833074382,9.834578181,9.836082074,9.83758599,9.839089877,9.840593763,9.842097657,9.84360155,9.845105441,9.846609332,9.848113224,9.849617116,9.851121008,9.8526249,9.854128792,9.855632683,9.857136575,9.858640467,9.860144359,9.86164825,9.863152142,9.864656034,9.866159926,9.867663817,9.869167709,9.870671601,9.872175493,9.873679385,9.875183276
61.5 -14.5,9.86282,9.803954359,9.829642798,9.853073637,9.841976299,9.84052813,9.846283008,9.848612711,9.849209861,9.851125551,9.853319772,9.855096978,9.856854545,9.858736963,9.860605601,9.862440293,9.864284131,9.866136423,9.867984764,9.869831262,9.871679187,9.873527427,9.875375206,9.877222963,9.879070858,9.880918738,9.88276658,9.884614433,9.886462295,9.888310152,9.890158008,9.892005865,9.893853722,9.895701579,9.897549436,9.899397293,9.901245149,9.903093006,9.904940863,9.90678872,9.908636577,9.910484434,9.912332291,9.914180148,9.916028005,9.917875862,9.919723718,9.921571575,9.923419432,9.925267289
61.5 -13.5,9.895795204,9.83585911,9.850655985,9.879727654,9.870407626,9.866842218,9.87277638,9.87627053,9.876811543,9.878651585,9.881204772,9.883261011,9.885154588,9.887231296,9.889332936,9.891373261,9.89341417,9.895474522,9.897531928,9.899583583,9.90163698,9.90369196,9.905746163,9.907799973,9.909854085,9.91190828,9.913962366,9.916016442,9.918070554,9.920124664,9.922178763,9.924232864,9.926286968,9.928341071,9.930395173,9.932449276,9.934503378,9.936557481,9.938611584,9.940665687,9.942719789,9.944773892,9.946827995,9.948882097,9.9509362,9.952990303,9.955044405,9.957098508,9.959152611,9.961206713
61.5 -12.5,9.921933146,9.85112695,9.861057418,9.89208661,9.884684899,9.879371769,9.885618544,9.88961173,9.889960903,9.891719296,9.894451906,9.896555433,9.898433543,9.900561303,9.902723159,9.904795542,9.906871262,9.908976518,9.911075752,9.913166056,9.915259865,9.917356095,9.919450745,9.921544843,9.923639564,9.925734367,9.927828947,9.929923536,9.932018199,9.934112847,9.936207472,9.938302107,9.940396747,9.942491383,9.944586018,9.946680654,9.948775291,9.950869927,9.952964563,9.9550592,9.957153836,9.959248472,9.961343108,9.963437744,9.965532381,9.967627017,9.969721653,9.971816289,9.973910926,9.976005562
61.5 -11.5,9.923126595,9.859400287,9.853866919,9.886138449,9.884370438,9.877684368,9.882498635,9.887671078,9.88861781,9.890155667,9.893051919,9.895540249,9.897614988,9.899897284,9.902291111,9.904595474,9.906874758,9.909189143,9.911506819,9.913811752,9.916117512,9.918427587,9.920736704,9.923044466,9.925352771,9.927661465,9.929969909,9.932278256,9.934586706,9.936895173,9.939203602,9.941512031,9.943820473,9.946128913,9.948437348,9.950745786,9.953054224,9.955362662,9.957671099,9.959979537,9.962287975,9.964596412,9.96690485,9.969213287,9.971521725,9.973830163,9.9761386,9.978447038,9.980755476,9.983063913
61.5 -10.5,9.897610557,9.856134043,9.829139138,9.85959603,9.866094662,9.859994156,9.861645295,9.867934524,9.870470695,9.871961001,9.874837209,9.877965951,9.880552187,9.883116768,9.885875781,9.88862154,9.891298408,9.89398819,9.896701134,9.899406825,9.902105008,9.904806667,9.90751062,9.910213063,9.912914855,9.915617264,9.918319836,9.921022168,9.923724468,9.926426859,9.92912925,9.931831609,9.934533971,9.937236345,9.939938716,9.942641084,9.945343452,9.948045822,9.950748191,9.95345056,9.956152929,9.958855299,9.961557668,9.964260037,9.966962406,9.969664775,9.972367145,9.975069514,9.977771883,9.980474252
61.5 -9.5,9.855357351,9.82353872,9.782067638,9.811222446,9.824280835,9.818207764,9.817272417,9.824358432,9.828136979,9.829479162,9.832176829,9.835723941,9.838649991,9.841327501,9.844257606,9.84726007,9.850158902,9.853040936,9.85596346,9.858888567,9.861798073,9.864708127,9.867624011,9.870539133,9.873452123,9.876365607,9.879279848,9.882193831,9.885107552,9.888021396,9.890935327,9.893849203,9.896763051,9.899676923,9.902590803,9.905504674,9.908418542,9.911332414,9.914246287,9.917160158,9.920074029,9.9229879,9.925901772,9.928815643,9.931729514,9.934643386,9.937557257,9.940471129,9.943385,9.946298872
61.5 -8.5,9.777005698,9.747506533,9.693664579,9.722348886,9.742395564,9.735289758,9.731261362,9.739248656,9.744396807,9.745196889,9.747368448,9.751254295,9.754412222,9.756950184,9.759827094,9.762930693,9.765876683,9.768744547,9.771682346,9.77464622,9.777579526,9.780504821,9.783443143,9.786383649,9.789318692,9.792253301,9.795190159,9.798127008,9.801062946,9.803998963,9.806935343,9.809871661,9.812807837,9.815744049,9.818680316,9.821616564,9.824552791,9.827489028,9.830425272,9.833361512,9.836297749,9.839233989,9.842170229,9.845106468,9.848042707,9.850978946,9.853915185,9.856851425,9.859787664,9.862723903
61.5 -7.5,9.637777076,9.619464884,9.571263342,9.592154704,9.611865048,9.608212704,9.603779764,9.61019407,9.615772505,9.617241674,9.619113404,9.62272553,9.626047149,9.628687473,9.631472562,9.634534454,9.637520619,9.64039813,9.643311691,9.646268293,9.649207775,9.652130527,9.655061124,9.657998205,9.660931728,9.663862775,9.666795406,9.669728974,9.672661844,9.675594364,9.678527189,9.681460142,9.684392964,9.687325739,9.690258571,9.693191419,9.696124243,9.699057062,9.70198989,9.704922721,9.707855547,9.710788372,9.7137212,9.716654027,9.719586854,9.722519681,9.725452508,9.728385335,9.731318162,9.734250989
61.5 -6.5,9.48595813,9.476529397,9.452344397,9.463875469,9.475461166,9.47594632,9.474940209,9.479099994,9.483395457,9.485885078,9.488214776,9.491314878,9.494441516,9.497282628,9.500106004,9.503046137,9.505990163,9.508889646,9.511787166,9.514702525,9.517618373,9.520527318,9.523436056,9.526347531,9.529259058,9.532169518,9.53507996,9.537990822,9.540901689,9.543812391,9.546723092,9.549633857,9.552544623,9.555455363,9.558366103,9.561276854,9.564187604,9.56709835,9.570009096,9.572919844,9.575830592,9.578741339,9.581652086,9.584562834,9.587473581,9.590384329,9.593295076,9.596205824,9.599116571,9.602027318
61.5 -5.5,9.4136946,9.4033131,9.38423558,9.396992614,9.405937113,9.406489281,9.406480893,9.410752517,9.414676356,9.417261157,9.419819102,9.422973949,9.426094886,9.429010939,9.431927265,9.434928685,9.437926542,9.440893685,9.443861178,9.446840956,9.449820331,9.452795149,9.455770041,9.458746718,9.461723346,9.464699303,9.467675271,9.4706515,9.473627723,9.476603847,9.479579973,9.482556137,9.4855323,9.488508449,9.491484598,9.494460752,9.497436907,9.500413059,9.503389211,9.506365365,9.509341518,9.51231767,9.515293823,9.518269976,9.521246129,9.524222282,9.527198435,9.530174588,9.533150741,9.536126893
61.5 -4.5,9.441418045,9.42497559,9.39619204,9.417437087,9.427121916,9.425641115,9.425152302,9.430760144,9.434828938,9.437128279,9.439820599,9.443295608,9.446532543,9.449513181,9.452575996,9.455741458,9.45886824,9.461959553,9.465065593,9.468185128,9.471298368,9.474406845,9.47751779,9.480630494,9.483742187,9.486853257,9.489964725,9.493076418,9.496187952,9.499299407,9.502410924,9.50552247,9.508633991,9.511745501,9.514857022,9.517968546,9.521080066,9.524191585,9.527303106,9.530414627,9.533526147,9.536637667,9.539749188,9.542860708,9.545972229,9.549083749,9.552195269,9.55530679,9.55841831,9.561529831
61.5 -3.5,9.515407688,9.499762855,9.462462723,9.484821865,9.497715338,9.496100744,9.494369072,9.50035642,9.505085193,9.50742837,9.510043397,9.513712684,9.517174291,9.520272854,9.523442868,9.526760311,9.530041122,9.533268688,9.536510611,9.539773282,9.543029501,9.546278079,9.549529276,9.552783384,9.556036379,9.559288295,9.562540665,9.565793441,9.569046029,9.572298466,9.57555098,9.57880355,9.582056088,9.585308606,9.588561137,9.591813675,9.595066208,9.598318739,9.601571271,9.604823804,9.608076337,9.611328869,9.614581402,9.617833934,9.621086467,9.624338999,9.627591532,9.630844064,9.634096597,9.63734913
61.5 -2.5,9.592343184,9.588235789,9.542754884,9.556791721,9.575785274,9.577328573,9.573164006,9.577902766,9.58402856,9.587100822,9.589293678,9.592869279,9.596731823,9.600081051,9.60328561,9.606709313,9.610186971,9.613579971,9.616948387,9.62035189,9.623765135,9.627164554,9.630559738,9.633960567,9.637363119,9.640763426,9.644163,9.647563484,9.650964269,9.654364691,9.657764986,9.661165428,9.664565922,9.667966358,9.671366771,9.674767209,9.678167655,9.681568092,9.684968525,9.688368962,9.6917694,9.695169837,9.698570273,9.70197071,9.705371147,9.708771584,9.712172021,9.715572457,9.718972894,9.722373331
61.5 -1.5,9.689566493,9.687823376,9.642924527,9.652812513,9.673820448,9.676921688,9.672366201,9.676427494,9.683172099,9.686814131,9.689025522,9.69261148,9.696765427,9.700399573,9.703762266,9.707344744,9.711040566,9.714651327,9.718210659,9.721804944,9.725421112,9.729023634,9.732616492,9.736214847,9.739817337,9.74341768,9.747016226,9.750615622,9.754215787,9.757815623,9.761415127,9.76501476,9.768614534,9.772214258,9.775813923,9.779413606,9.783013315,9.786613016,9.790212707,9.793812401,9.797412099,9.801011796,9.804611491,9.808211187,9.811810883,9.81541058,9.819010275,9.822609971,9.826209667,9.829809364
61.5 -0.5,9.808778478,9.801732437,9.764164628,9.775864587,9.79458198,9.797214778,9.793974023,9.798540925,9.805111994,9.808910193,9.811540657,9.815412905,9.819746568,9.823619214,9.827260001,9.831097042,9.835031078,9.83889072,9.842704973,9.846549803,9.850414017,9.854266571,9.858110395,9.86195888,9.865811113,9.869661576,9.87351039,9.877359893,9.881210103,9.885060056,9.888909701,9.892759445,9.896609318,9.900459157,9.904308939,9.908158735,9.912008554,9.915858368,9.919708173,9.923557979,9.927407789,9.931257599,9.935107407,9.938957215,9.942807024,9.946656833,9.950506642,9.95435645,9.958206259,9.962056067
61.5 0.5,9.91664764,9.912888369,9.877962591,9.888401951,9.906333349,9.910428451,9.90772126,9.91211778,9.918816147,9.923226528,9.926198494,9.930248167,9.93485121,9.939099714,9.94305481,9.94716556,9.951395376,9.955574471,9.959695766,9.96383783,9.968003851,9.97216345,9.976312026,9.980462995,9.984618558,9.98877349,9.992926384,9.997079464,10.00123339,10.0053873,10.00954085,10.01369438,10.01784807,10.02200177,10.02615541,10.03030904,10.03446269,10.03861635,10.04277,10.04692365,10.0510773,10.05523095,10.0593846,10.06353825,10.0676919,10.07184555,10.0759992,10.08015285,10.0843065,10.08846015
61.5 1.5,9.987758285,9.99722728,9.960440549,9.965775472,9.983952663,9.992155049,9.989392972,9.992639767,9.999532268,10.00523132,10.00856759,10.0126036,10.01747887,10.02229135,10.02663363,10.03101906,10.03557465,10.04015204,10.04464269,10.04912466,10.05363772,10.05816118,10.06266991,10.06717407,10.07168332,10.07619559,10.08070561,10.0852143,10.08972372,10.09423386,10.09874371,10.10325324,10.10776286,10.11227263,10.11678237,10.12129205,10.12580172,10.13031143,10.13482114,10.13933084,10.14384054,10.14835024,10.15285994,10.15736964,10.16187934,10.16638905,10.17089875,10.17540845,10.17991815,10.18442785
61.5 2.5,9.995209976,10.0160013,9.981310669,9.980910386,9.998108908,10.00863104,10.00715523,10.00962566,10.01613524,10.02232613,10.0261787,10.0302848,10.03518423,10.04020362,10.0448079,10.04937341,10.05407624,10.0588323,10.06352167,10.06818997,10.072879,10.07758261,10.0822768,10.08696513,10.091656,10.09635016,10.10104327,10.10573506,10.11042703,10.11511967,10.11981225,10.12450457,10.12919687,10.13388928,10.13858172,10.14327411,10.14796648,10.15265887,10.15735127,10.16204367,10.16673606,10.17142845,10.17612084,10.18081324,10.18550563,10.19019802,10.19489041,10.19958281,10.2042752,10.20896759
60.5 -16.5,10.05352075,9.996418956,10.03690122,10.04518434,10.03500447,10.03617732,10.03883374,10.03887833,10.03908401,10.03981746,10.04041544,10.04092769,10.04148477,10.04205154,10.04260697,10.04316249,10.0437204,10.04427784,10.04483487,10.04539207,10.04594932,10.04650653,10.04706374,10.04762095,10.04817817,10.04873538,10.04929259,10.04984981,10.05040702,10.05096423,10.05152144,10.05207866,10.05263587,10.05319308,10.0537503,10.05430751,10.05486472,10.05542194,10.05597915,10.05653636,10.05709358,10.05765079,10.058208,10.05876522,10.05932243,10.05987964,10.06043686,10.06099407,10.06155128,10.0621085
60.5 -15.5,10.09777897,10.03537599,10.07612419,10.08652356,10.07535404,10.07640823,10.07974917,10.07990858,10.08014474,10.08110254,10.0819,10.08256339,10.08328975,10.08403464,10.08476142,10.08548748,10.08621785,10.08694754,10.08767638,10.08840553,10.08913483,10.08986402,10.0905932,10.0913224,10.0920516,10.0927808,10.09351,10.0942392,10.0949684,10.0956976,10.0964268,10.097156,10.09788519,10.09861439,10.09934359,10.10007279,10.10080199,10.10153119,10.10226039,10.10298959,10.10371879,10.10444799,10.10517719,10.10590639,10.10663558,10.10736478,10.10809398,10.10882318,10.10955238,10.11028158
60.5 -14.5,10.13553367,10.07607173,10.10682034,10.1241798,10.11322095,10.11257837,10.11676582,10.11779401,10.11801005,10.11918921,10.12041433,10.12138852,10.12239006,10.12345169,10.12449666,10.12552895,10.12656751,10.12760832,10.12864717,10.12968575,10.13072488,10.13176399,10.13280296,10.13384196,10.13488099,10.13592,10.13695901,10.13799803,10.13903705,10.14007606,10.14111508,10.14215409,10.14319311,10.14423212,10.14527114,10.14631015,10.14734917,10.14838819,10.1494272,10.15046622,10.15150523,10.15254425,10.15358326,10.15462228,10.15566129,10.15670031,10.15773932,10.15877834,10.15981735,10.16085637
